twitterID,followers,following,actions,isretweet,Type,tweetContentLength,hasURL,similarity,perCapWords
10114,195000.0,0.0,97.0,0.0,Quality,12,1,0,0.0
10115,13921.0,5642.0,11338.0,0.0,Spam,10,0,0,0.0
10116,750.0,414.0,2356.0,1.0,Spam,21,0,0,0.0
10118,16249.0,5229.0,2439.0,0.0,Spam,5,0,0,0.0
1012,60678.0,6416.0,47845.0,0.0,Spam,14,1,0,0.0
10121,1681.0,1676.0,2979.0,1.0,Spam,4,1,0,25.0
10123,0.0,0.0,0.0,0.0,Quality,16,0,0,0.0
10124,2256.0,1479.0,10311.0,1.0,Spam,20,1,0,0.0
10125,0.0,0.0,0.0,0.0,Quality,3,0,0,0.0
10126,11385.0,2638.0,13555.0,0.0,Spam,7,0,0,0.0
10128,151.0,68.0,5425.0,1.0,Spam,12,1,0,0.0
10129,17536.0,6110.0,40695.0,0.0,Spam,12,1,0,0.0
1013,1140000.0,662000.0,1150.0,0.0,Quality,17,0,0,0.0
10130,40361.0,36190.0,4808.0,0.0,Spam,22,1,0,0.0
10131,2091.0,2154.0,5869.0,1.0,Spam,15,1,0,6.666666666666667
10132,893.0,1066.0,2695.0,1.0,Spam,12,1,0,0.0
10133,15768.0,10885.0,23727.0,0.0,Spam,12,0,0,0.0
10134,0.0,0.0,3.0,0.0,Quality,29,0,0,0.0
10135,3021.0,4274.0,25798.0,0.0,Spam,16,1,0,18.75
10136,2311.0,1660.0,1394.0,1.0,Spam,22,0,0,0.0
10137,208.0,234.0,1047.0,1.0,Spam,14,1,0,21.428571428571427
10138,15818.0,4570.0,24411.0,0.0,Spam,14,0,0,0.0
10139,1204.0,4999.0,198.0,0.0,Spam,13,1,0,0.0
1014,37125.0,28009.0,2269.0,0.0,Spam,23,1,0,8.695652173913043
10140,218.0,508.0,923.0,0.0,Spam,14,0,0,0.0
10144,2757.0,2304.0,33669.0,1.0,Spam,27,1,0,0.0
10145,367.0,2937.0,2188.0,0.0,Spam,15,1,0,0.0
10146,3442.0,4332.0,10435.0,0.0,Spam,16,1,0,25.0
10147,219000.0,0.0,1407.0,0.0,Quality,5,1,0,0.0
10148,2272.0,2322.0,2893.0,1.0,Spam,8,0,0,0.0
10149,295.0,566.0,743.0,0.0,Spam,19,1,0,15.789473684210526
1015,35900.0,0.0,8.0,0.0,Quality,15,1,0,0.0
10150,61185.0,9708.0,49074.0,0.0,Spam,14,1,0,0.0
10152,1724.0,1821.0,1372.0,1.0,Spam,13,1,0,0.0
10153,9874.0,7962.0,28705.0,1.0,Spam,5,0,0,0.0
10154,0.0,0.0,4.0,0.0,Quality,4,0,0,0.0
10155,820.0,527.0,2183.0,1.0,Spam,19,1,0,10.526315789473683
10156,14014.0,5091.0,12223.0,0.0,Spam,6,0,0,0.0
10157,2014.0,3395.0,2150.0,1.0,Spam,11,0,0,0.0
10158,0.0,0.0,0.0,0.0,Quality,16,1,0,0.0
10159,0.0,0.0,0.0,0.0,Quality,9,1,0,11.11111111111111
1016,1789.0,1965.0,2110.0,1.0,Spam,4,0,0,0.0
10160,2.0,0.0,124.0,0.0,Spam,14,1,0,0.0
10161,14644.0,12095.0,22313.0,0.0,Spam,13,0,0,7.6923076923076925
10162,2436.0,249.0,151651.0,1.0,Spam,2,1,0,0.0
10164,17300.0,0.0,9.0,0.0,Quality,23,0,0,0.0
10165,450.0,1518.0,619.0,0.0,Spam,13,1,0,0.0
10166,763.0,3956.0,73.0,0.0,Spam,8,1,0,12.5
10167,0.0,0.0,0.0,0.0,Quality,21,1,0,0.0
10169,2600.0,2366.0,20384.0,1.0,Spam,26,0,0,0.0
1017,14024.0,6963.0,35077.0,0.0,Spam,18,1,0,0.0
10170,1988.0,4783.0,1775.0,0.0,Spam,12,1,0,0.0
10171,2611.0,2069.0,5537.0,0.0,Spam,8,0,0,0.0
10173,24458.0,5148.0,33683.0,0.0,Spam,9,1,0,0.0
10174,1421.0,1186.0,4669.0,1.0,Spam,25,1,0,24.0
10176,695.0,322.0,2044.0,1.0,Spam,1,1,0,0.0
10177,0.0,0.0,0.0,0.0,Quality,19,1,0,10.526315789473683
10178,64745.0,20605.0,21893.0,1.0,Spam,6,1,0,0.0
10179,391.0,677.0,1092.0,1.0,Spam,19,1,0,10.526315789473683
1018,692.0,939.0,3891.0,1.0,Spam,19,0,0,10.526315789473683
10180,0.0,0.0,0.0,0.0,Quality,2,1,0,0.0
10184,46500.0,40900.0,22.0,0.0,Quality,13,1,0,15.384615384615385
10185,2699.0,2051.0,3081.0,1.0,Spam,4,1,0,0.0
10186,29100.0,0.0,321.0,0.0,Quality,6,1,0,16.666666666666664
10187,10700.0,0.0,2.0,0.0,Quality,13,0,0,23.076923076923077
10188,17124.0,8549.0,12550.0,0.0,Spam,8,1,0,0.0
1019,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
10192,1718.0,1782.0,3687.0,1.0,Spam,4,0,0,0.0
10193,3712.0,3187.0,4152.0,0.0,Spam,5,0,0,0.0
10194,7294.0,5516.0,20829.0,1.0,Spam,12,1,0,0.0
10195,2160.0,2495.0,3598.0,1.0,Spam,6,0,0,16.666666666666664
10197,0.0,0.0,9.0,0.0,Quality,3,1,0,0.0
10199,0.0,0.0,0.0,0.0,Quality,9,1,0,0.0
10203,23759.0,7508.0,2610.0,1.0,Spam,2,1,0,0.0
10204,3412.0,4370.0,14721.0,0.0,Spam,16,1,0,0.0
10205,835.0,3314.0,406.0,0.0,Spam,15,1,0,26.666666666666668
10208,894.0,726.0,7028.0,1.0,Spam,13,1,0,7.6923076923076925
1021,0.0,0.0,4.0,0.0,Quality,13,1,0,0.0
10211,0.0,0.0,0.0,0.0,Quality,14,1,0,0.0
10212,0.0,0.0,0.0,0.0,Quality,17,1,0,0.0
10213,2763.0,2426.0,12687.0,1.0,Spam,8,1,0,0.0
10215,32130.0,12560.0,32330.0,0.0,Spam,12,1,0,0.0
10216,2398.0,2184.0,1597.0,1.0,Spam,22,0,0,4.545454545454546
10217,22781.0,19125.0,12627.0,0.0,Spam,2,1,0,0.0
10218,60598.0,5954.0,46893.0,0.0,Spam,12,1,0,0.0
10219,15368.0,7927.0,15546.0,0.0,Spam,14,1,0,0.0
1022,895.0,1938.0,462.0,0.0,Spam,13,1,0,15.384615384615385
10220,6239.0,5444.0,17166.0,1.0,Spam,11,1,0,0.0
10221,847.0,536.0,5843.0,1.0,Spam,22,1,0,4.545454545454546
10222,12308.0,8724.0,11912.0,0.0,Spam,9,0,0,11.11111111111111
10225,707.0,721.0,1327.0,1.0,Spam,17,1,0,0.0
10226,921.0,797.0,5069.0,1.0,Spam,21,1,0,4.761904761904762
10227,11945.0,6208.0,661.0,0.0,Spam,9,1,0,0.0
10230,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
10231,19127.0,9808.0,18094.0,0.0,Spam,12,1,0,0.0
10233,13251.0,14126.0,39408.0,0.0,Spam,11,0,0,0.0
10234,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
10235,1990000.0,0.0,668.0,0.0,Quality,17,1,0,11.76470588235294
10236,18500000.0,0.0,203.0,0.0,Quality,17,1,0,0.0
10237,20525.0,7675.0,19819.0,0.0,Spam,11,1,0,0.0
10239,867.0,560.0,5768.0,1.0,Spam,11,1,0,0.0
1024,52.0,1031.0,1940.0,0.0,Spam,19,0,0,15.789473684210526
10240,23700.0,0.0,134.0,0.0,Quality,17,1,0,58.82352941176471
10241,2142.0,246.0,144510.0,1.0,Spam,15,1,0,0.0
10242,2803.0,4734.0,4644.0,0.0,Spam,11,0,0,0.0
10243,13253.0,14152.0,37268.0,0.0,Spam,15,0,0,0.0
10244,998.0,832.0,2303.0,1.0,Spam,13,1,0,0.0
10245,0.0,0.0,28.0,0.0,Quality,8,0,0,12.5
10246,889.0,781.0,4335.0,1.0,Spam,13,1,0,0.0
10247,19424.0,6871.0,19117.0,0.0,Spam,13,0,0,7.6923076923076925
10248,890.0,739.0,4710.0,1.0,Spam,23,1,0,0.0
10249,7530000.0,0.0,1034.0,0.0,Quality,15,1,0,13.333333333333334
1025,13256.0,14148.0,37821.0,0.0,Spam,15,0,0,0.0
10250,60797.0,5983.0,43368.0,0.0,Spam,13,1,0,7.6923076923076925
10252,0.0,0.0,0.0,0.0,Quality,19,0,0,0.0
10253,0.0,0.0,0.0,0.0,Quality,13,0,0,0.0
10256,201.0,1945.0,3981.0,0.0,Spam,19,1,0,0.0
10258,15995.0,11801.0,17972.0,0.0,Spam,2,1,0,0.0
10263,1136.0,3918.0,2475.0,0.0,Spam,19,1,0,0.0
10264,0.0,0.0,1273.0,0.0,Quality,24,0,0,0.0
10265,1718.0,4725.0,675.0,0.0,Spam,14,1,0,14.285714285714285
10266,0.0,0.0,0.0,0.0,Quality,17,1,0,0.0
10268,3620000.0,0.0,123.0,0.0,Quality,8,1,0,0.0
10270,29292.0,23342.0,24683.0,0.0,Spam,10,0,0,0.0
10271,0.0,0.0,31.0,0.0,Quality,8,1,0,0.0
10272,8148.0,4727.0,13315.0,0.0,Spam,11,0,0,0.0
10275,0.0,0.0,0.0,0.0,Quality,22,1,0,0.0
10276,1685.0,1307.0,2687.0,1.0,Spam,18,1,0,0.0
10277,577.0,1621.0,56.0,0.0,Spam,10,1,0,0.0
10278,81.0,74.0,687.0,1.0,Spam,11,0,0,0.0
10279,0.0,0.0,2.0,0.0,Quality,1,1,0,0.0
1028,37800.0,0.0,168.0,0.0,Quality,16,1,0,0.0
10281,6410.0,5228.0,13245.0,0.0,Spam,9,1,0,0.0
10282,671.0,2966.0,723.0,0.0,Spam,18,1,0,0.0
10284,88.0,538.0,774.0,1.0,Spam,17,0,0,5.88235294117647
10285,0.0,0.0,0.0,0.0,Quality,23,0,0,0.0
10287,0.0,0.0,0.0,0.0,Quality,17,1,0,0.0
10288,77100.0,0.0,33.0,0.0,Quality,6,0,0,16.666666666666664
10289,2205.0,4694.0,3325.0,0.0,Spam,10,0,0,0.0
10292,0.0,0.0,0.0,0.0,Quality,4,1,0,0.0
10293,1085.0,1143.0,2813.0,1.0,Spam,10,1,0,0.0
10295,25331.0,4275.0,44518.0,0.0,Spam,12,1,0,0.0
10296,27200.0,0.0,117.0,0.0,Quality,24,0,0,0.0
103,1839.0,1500.0,2310.0,1.0,Spam,22,1,0,9.090909090909092
10304,668.0,698.0,1819.0,1.0,Spam,8,1,0,0.0
10305,702.0,2564.0,2951.0,1.0,Spam,21,1,0,9.523809523809524
10306,0.0,0.0,176.0,0.0,Quality,21,1,0,0.0
10308,1160000.0,0.0,18.0,0.0,Quality,13,1,0,0.0
10309,0.0,0.0,2.0,0.0,Quality,14,0,0,0.0
1031,13231.0,14434.0,14834.0,0.0,Spam,8,0,0,0.0
10311,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
10313,16540.0,6201.0,25951.0,0.0,Spam,8,0,0,0.0
10314,1613.0,1722.0,8506.0,0.0,Spam,17,1,0,5.88235294117647
10315,13249.0,14218.0,31432.0,0.0,Spam,14,0,0,0.0
10317,1523.0,1724.0,7708.0,1.0,Spam,13,1,0,0.0
10318,1978.0,1349.0,4481.0,1.0,Spam,12,1,0,0.0
10319,3253.0,3234.0,2849.0,1.0,Spam,21,1,0,4.761904761904762
1032,13229.0,14418.0,15638.0,0.0,Spam,14,0,0,0.0
10320,13253.0,14272.0,26245.0,0.0,Spam,15,0,0,0.0
10321,0.0,0.0,0.0,0.0,Quality,22,0,0,0.0
10322,0.0,0.0,0.0,0.0,Quality,10,0,0,0.0
10325,548.0,1338.0,1049.0,0.0,Spam,7,0,0,0.0
10326,16581.0,10179.0,22106.0,0.0,Spam,10,1,0,0.0
10327,3520.0,3200.0,9108.0,0.0,Spam,6,0,0,16.666666666666664
10329,5978.0,5889.0,16378.0,1.0,Spam,5,0,0,0.0
1033,3481.0,2291.0,5202.0,1.0,Spam,4,0,0,0.0
10331,19803.0,6926.0,44908.0,0.0,Spam,11,1,0,0.0
10332,16528.0,6225.0,8789.0,0.0,Spam,11,1,0,0.0
10334,659.0,2995.0,2297.0,0.0,Spam,16,1,0,6.25
10335,2134.0,2492.0,1983.0,1.0,Spam,10,0,0,10.0
10337,4871.0,4080.0,1174.0,0.0,Spam,14,1,0,0.0
10338,0.0,0.0,0.0,0.0,Quality,9,0,0,0.0
10339,2158.0,2706.0,4920.0,1.0,Spam,8,1,0,25.0
1034,29957.0,9997.0,12348.0,0.0,Spam,14,1,0,14.285714285714285
10340,12298.0,8649.0,18025.0,0.0,Spam,11,0,0,0.0
10341,837000.0,0.0,393.0,0.0,Quality,16,1,0,0.0
10342,14090.0,4760.0,18372.0,0.0,Spam,14,0,0,0.0
10343,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
10344,664.0,1981.0,614.0,1.0,Spam,5,1,0,40.0
10345,99.0,2439.0,49.0,0.0,Spam,10,1,0,10.0
10348,10973.0,6845.0,12839.0,0.0,Spam,12,1,0,0.0
10349,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
1035,0.0,0.0,0.0,0.0,Quality,3,0,0,0.0
10354,0.0,0.0,0.0,0.0,Quality,7,0,0,0.0
10355,0.0,0.0,0.0,0.0,Quality,23,1,0,4.3478260869565215
10356,1006.0,1983.0,2008.0,0.0,Spam,18,1,0,27.77777777777778
10357,2394.0,1944.0,11951.0,1.0,Spam,24,1,0,4.166666666666666
10358,0.0,0.0,12.0,0.0,Quality,21,1,0,9.523809523809524
1036,0.0,0.0,0.0,0.0,Quality,18,1,0,0.0
10360,19242.0,7662.0,10605.0,0.0,Spam,15,1,0,0.0
10361,681.0,2951.0,2519.0,0.0,Spam,16,1,0,6.25
10364,1363.0,1950.0,3345.0,0.0,Spam,23,0,0,4.3478260869565215
10365,0.0,0.0,0.0,0.0,Quality,5,1,0,0.0
10367,13222.0,14051.0,46647.0,0.0,Spam,12,0,0,0.0
10368,0.0,0.0,0.0,0.0,Quality,23,0,0,4.3478260869565215
10370,0.0,0.0,0.0,0.0,Quality,8,1,0,0.0
10371,6307.0,6826.0,1425.0,0.0,Spam,10,1,0,0.0
10372,138.0,0.0,5945.0,1.0,Spam,13,0,0,0.0
10373,0.0,0.0,11.0,0.0,Quality,7,0,0,0.0
10375,395.0,440.0,1145.0,1.0,Spam,13,1,0,0.0
10376,400.0,547.0,1229.0,1.0,Spam,27,0,0,0.0
10378,528.0,836.0,1540.0,1.0,Spam,15,0,0,0.0
10379,12302.0,8675.0,16260.0,0.0,Spam,12,0,0,8.333333333333332
1038,60626.0,5955.0,46211.0,0.0,Spam,9,1,0,0.0
10380,23502.0,6456.0,7796.0,0.0,Spam,12,1,0,25.0
10383,0.0,0.0,8.0,0.0,Quality,10,0,0,0.0
10386,0.0,0.0,113.0,0.0,Quality,8,0,0,0.0
10387,11270.0,10187.0,26522.0,0.0,Spam,12,0,0,0.0
10388,25246.0,4255.0,47006.0,0.0,Spam,14,1,0,0.0
10389,2126.0,2803.0,4038.0,1.0,Spam,8,0,0,0.0
1039,0.0,0.0,8.0,0.0,Quality,19,0,0,0.0
10390,1840000.0,0.0,1227.0,0.0,Quality,22,0,0,4.545454545454546
10391,0.0,0.0,319.0,0.0,Quality,25,0,0,12.0
10392,108.0,224.0,1337.0,0.0,Spam,4,1,0,0.0
10394,0.0,0.0,6.0,0.0,Quality,10,1,0,0.0
10395,0.0,0.0,0.0,0.0,Quality,4,0,0,0.0
10396,61090.0,9475.0,50015.0,0.0,Spam,11,1,0,0.0
10397,526.0,583.0,1372.0,1.0,Spam,18,1,0,11.11111111111111
10399,0.0,0.0,92.0,0.0,Quality,8,1,0,12.5
1040,21671.0,7371.0,1706.0,0.0,Spam,14,1,0,0.0
10400,2173.0,2656.0,7541.0,1.0,Spam,9,1,0,0.0
10401,19632.0,7888.0,19353.0,0.0,Spam,14,1,0,0.0
10404,496.0,1958.0,345.0,0.0,Spam,14,1,0,0.0
10406,581.0,473.0,2052.0,0.0,Spam,12,0,0,16.666666666666664
10408,555.0,889.0,3189.0,1.0,Spam,11,1,0,9.090909090909092
1041,0.0,0.0,0.0,0.0,Quality,23,1,0,0.0
10413,11072.0,4192.0,11479.0,0.0,Spam,5,0,0,0.0
10417,12712.0,13669.0,8701.0,0.0,Spam,9,1,0,11.11111111111111
10418,0.0,0.0,0.0,0.0,Quality,9,0,0,0.0
10420,851.0,546.0,2351.0,1.0,Spam,17,0,0,11.76470588235294
10421,117.0,0.0,3008.0,1.0,Spam,11,0,0,0.0
10423,0.0,0.0,0.0,0.0,Quality,15,1,0,0.0
10425,13260.0,14296.0,24133.0,0.0,Spam,14,0,0,0.0
10427,0.0,0.0,2.0,0.0,Quality,13,0,0,0.0
10428,806.0,887.0,5790.0,1.0,Spam,23,1,0,0.0
10429,698.0,299.0,10921.0,1.0,Spam,2,1,0,0.0
10431,0.0,0.0,17.0,0.0,Quality,8,0,0,0.0
10433,73.0,85.0,434.0,0.0,Spam,12,0,0,0.0
10436,0.0,0.0,0.0,0.0,Quality,5,0,0,0.0
10437,0.0,0.0,0.0,0.0,Quality,20,1,0,5.0
10438,15513.0,9847.0,36699.0,0.0,Spam,12,1,0,0.0
10439,22877.0,9399.0,26973.0,0.0,Spam,9,1,0,0.0
10441,1171.0,1107.0,1725.0,1.0,Spam,19,0,0,0.0
10443,21300.0,0.0,6.0,0.0,Quality,10,1,0,0.0
10444,16700.0,11300.0,4.0,0.0,Quality,14,1,0,0.0
10445,10468.0,8566.0,29472.0,1.0,Spam,16,0,0,0.0
10447,12000.0,0.0,42.0,0.0,Quality,17,1,0,0.0
10448,16710.0,7012.0,19277.0,0.0,Spam,11,1,0,0.0
1045,0.0,0.0,0.0,0.0,Quality,4,0,0,0.0
10450,12723.0,4485.0,15578.0,0.0,Spam,11,0,0,0.0
10452,0.0,0.0,0.0,0.0,Quality,4,1,0,0.0
10454,450.0,692.0,1274.0,1.0,Spam,12,1,0,8.333333333333332
10456,1481.0,1190.0,1738.0,1.0,Spam,5,1,0,0.0
10459,903.0,778.0,6552.0,1.0,Spam,9,1,0,0.0
1046,27073.0,14683.0,43461.0,0.0,Spam,13,1,0,0.0
10461,0.0,0.0,25.0,0.0,Quality,6,1,0,16.666666666666664
10462,11269.0,10157.0,28979.0,0.0,Spam,11,0,0,0.0
10463,4140.0,2874.0,6356.0,0.0,Spam,8,0,0,0.0
10464,3028.0,4280.0,25183.0,0.0,Spam,13,1,0,7.6923076923076925
10468,61000.0,0.0,148.0,0.0,Quality,14,1,0,0.0
10469,276.0,201.0,1109.0,0.0,Spam,6,0,0,0.0
10470,895.0,837.0,3816.0,1.0,Spam,14,1,0,7.142857142857142
10471,10750.0,7064.0,9273.0,0.0,Spam,10,0,0,10.0
10472,0.0,0.0,0.0,0.0,Quality,22,0,0,0.0
10473,0.0,0.0,0.0,0.0,Quality,23,0,0,0.0
10474,4420000.0,0.0,68.0,0.0,Quality,14,1,0,0.0
10476,35.0,1001.0,1553.0,0.0,Spam,11,1,0,36.36363636363637
10478,13232.0,8185.0,7096.0,0.0,Spam,22,0,0,4.545454545454546
10485,75.0,46.0,159.0,0.0,Spam,15,0,0,0.0
10486,10761.0,10503.0,1363.0,0.0,Spam,20,1,0,5.0
10487,13249.0,14239.0,29070.0,0.0,Spam,12,0,0,8.333333333333332
10488,752.0,1963.0,1224.0,0.0,Spam,17,1,0,5.88235294117647
10489,0.0,0.0,0.0,0.0,Quality,15,0,0,0.0
1049,1680.0,1312.0,2336.0,1.0,Spam,18,1,0,0.0
10490,3489.0,4386.0,8712.0,0.0,Spam,12,1,0,8.333333333333332
10491,164000.0,104000.0,328.0,0.0,Quality,8,0,0,0.0
10492,54300.0,0.0,145.0,0.0,Quality,21,1,0,4.761904761904762
10493,13257.0,14513.0,9856.0,0.0,Spam,14,0,0,0.0
10494,369.0,1923.0,6137.0,0.0,Spam,16,1,0,43.75
10495,13268.0,14437.0,14067.0,0.0,Spam,11,0,0,0.0
10497,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
10499,16560.0,5830.0,26108.0,0.0,Spam,10,0,0,0.0
105,0.0,0.0,0.0,0.0,Quality,14,1,0,0.0
1050,13122.0,1808.0,16980.0,0.0,Spam,7,0,0,0.0
10500,0.0,0.0,2.0,0.0,Quality,3,1,0,0.0
10502,0.0,0.0,0.0,0.0,Quality,4,1,0,0.0
10504,0.0,0.0,0.0,0.0,Quality,13,1,0,7.6923076923076925
10505,0.0,0.0,0.0,0.0,Quality,8,0,0,0.0
10506,15200.0,0.0,38.0,0.0,Quality,13,1,0,0.0
10507,24599.0,3677.0,2632.0,0.0,Spam,19,1,0,5.263157894736842
10509,1101.0,1739.0,2821.0,0.0,Spam,10,0,0,0.0
10510,12948.0,11481.0,11409.0,0.0,Spam,19,1,0,0.0
10511,13260.0,14177.0,34525.0,0.0,Spam,11,0,0,0.0
10512,0.0,0.0,0.0,0.0,Quality,19,1,0,5.263157894736842
10513,0.0,0.0,2.0,0.0,Quality,3,1,0,0.0
10514,20114.0,8333.0,5300.0,0.0,Spam,12,1,0,8.333333333333332
10516,1533.0,1643.0,5579.0,1.0,Spam,19,0,0,5.263157894736842
10517,0.0,0.0,7.0,0.0,Quality,7,1,0,14.285714285714285
10518,168.0,621.0,545.0,1.0,Spam,6,1,0,0.0
10519,803.0,2965.0,1004.0,0.0,Spam,15,1,0,20.0
10520,2389.0,1944.0,11675.0,1.0,Spam,14,1,0,7.142857142857142
10522,0.0,0.0,0.0,0.0,Quality,6,1,0,0.0
10523,24903.0,8842.0,37244.0,0.0,Spam,14,1,0,7.142857142857142
10524,1540.0,4882.0,1306.0,0.0,Spam,12,1,0,33.33333333333333
10528,615.0,840.0,1449.0,1.0,Spam,26,0,0,0.0
10529,318.0,593.0,598.0,1.0,Spam,14,1,0,0.0
1053,1590.0,1829.0,670.0,1.0,Spam,12,1,0,0.0
